abb	abban
disznóbó	disznóból
disznódurásba	disznótúrásba
disznókot	disznókat
diuót	diót
divatodzott	divatozott
dixonís	dixon's
diélútán	délután
dobbintott	dobbantott
dobnyi	dobni
dobájják	dobálják
dogja	dobja
dogjuk	dobjuk
doh-nak	dohnak
dolgoznyi	dolgozni
dolgónk	dolgunk
dollár-válság	dollárválság
dologbaó	dologból
domboruak	domborúak
dorombúónak	dorombolnak
drb	db
drbot	darabot
dudálnyi	dudálni
dunaferr-nél	dunaferrnél
dunaferr-é	dunaferré
dungó	dongó
dungót	dongót
dupljára	duplájára
duvazd	duvaszd
dvd-lejátszókho	dvd-lejátszókhoz
déji	déli
délbe	délben
déleeti-t	délelőttit
délfele	délfelé
délfelé	délfelé
délkeletrű	délkeletről
dícsérik	dicsérik
dícsértessék	dicsértessék
díl	dél
díl-amerikába	dél-amerikába
dílben	délben
dílután	délután
dóga	dolga
dógodot	dolgodat
dógok	dolgok
dógom	dolgom
dógon	dolgon
dógot	dolgot
dógozgassá	dolgozgass
dógozik	dologzik
dógozni	dolgozni
dógozom	dolgozom
dógozott	dolgozott
dógunk	dolgunk
dógunkot	dolgunkat
dógába	dolgába
dógához	dolgához
dógára	dolgára
dógáról	dolgáról
dógát	dolgát
dóhán	dohány
döfí-döfi	döfi-döfi
döglőttek	döglődtek
dölyfössön	dölyfösen
dördűl	dördül
dúrozsol	duruzsol
düljek	dőljek
düljön	dőljön
dőtögetyi	döntögeti
dűtögetik	döntögetik
dűtötte	döntötte
eI	el
ebb	ebben
ebbben	ebben
ebbeő	ebből
ebbül	ebből
ebbő	ebből
ebbű	ebből
ebbűl	ebből
eber	ember
ebid	ebéd
ebita-eredménye	ebitda-eredménye
ebiédűnek	ebédelnek
ebnondatni	elmondatni
ebédelnyi	ebédelni
ebédhöz	ebédhez
ebédjik	ebédjük
ebédrő	ebédről
ebédöljek	ebédeljek
ebédölnek	ebédelnek
ebédölünk	ebédelünk
ebíddel	ebéddel
ebídelni	ebédelni
ebídelünk	ebédelünk
ebídet	ebédet
ebídre	ebédre
eccer	egyszer
eccerre	egyszerre
eccsik	öccsük
ecczer	egyszer
ecczör	egyszer
ecczöribe	egyszeriben
eccé	egyszer
eccör	egyszer
eccő	egyszer
eceakáján	éjszakáján
ecs	egy
ecsém	öcsém
eddegelt	eddegélt
eddegilj	eddegélj
edgyütt	együtt
edënnyel	edénnyel
edínye	edénye
eemönt	elment
effélik	effélék
egen	igen
eger	egér
egeri	egerei
egerke	egérke
egeész	egész
eggy	egy
eggyes	egyes
eggyig	egyig
eggyik	egyik
eggyiknek	egyiknek
egirke	egérke
egiész	egész
egrészt	egyrészt
egy-kettőre	egykettőre
egybe	egybe
egybü	egyből
egybő	egyből
egyebem	egyéb
egyebet	egyebet
egyebüve	egyebüvé
egyen	egyen
egyenkint	egyenként
egyet-kettot	egyet-kettőt
egyet-ketőtt	egyet-kettőt
egyett	egyet
egyfurmán	egyformán
egyikbűl	egyikből
egyiket	egyiket
egyiknek	egyiknek
egyiktek	egyikőtök
egyikteké	egyikőtöké
egyiktűl	egyiktől
egyinek	egyiknek
egyis	egyik
egykettő	egy-kettő
egymaguk	egymaga
egymáshó	egymáshoz
egymássao	egymással
egymástló	egymástól
egymástúl	egymástól
egymásval	egymással
egymáséi	egymás
egymásér	egymásért
egynéhán	egynéhány
egyrét	egyrészt
egyrűl-másrúl	egyről-másról
egyserre	egyszerre
egyszere	egyszerre
egyszr	egyszer
egyször	egyszer
egyszöribe	egyszeriben
egyszörsmind	egyszersmind
egysző	egyszer
egyuttal	egyúttal
egyébb	egyéb
egyíb	egyéb
egyík	egyék
egyíket	egyiket
együnnek	eljönnek
együttek	eljöttek
egzecéroztatja	ergzecíroztatja
egéssz	egész
egésszen	egészen
egésséget	egészséget
egészrő	egészről
egészsé	egésszé
egészég	egészen
egër	eger
egësz	egész
egëszen	egészen
egír	egér
egírnek	egérnek
egírországba	egérországba
egísszen	egészen
egísz	egész
egíszen	egészen
egött	égett
egő	égő
ehetel	ehetsz
ehetik-ihatik	ehet-ihat
ehező	éhező
ehol	ehol
ehös	éhes
ehözéssel	éhezéssel
ej-haj	ejhaj
ejféli	éjféli
ejiszen	egészen
ejjelre	éjjelre
ejtéjén	estéjén
ekezd	elkezd
ekezdte	elkezdte
ekezdtek	elkezdtek
ekezdött	elkezdett
ekközben	eközben
eképp	ekképp
eképpen	ekképpen
eköszönt	elköszönt
ekűdték	elküldték
el-el	el
el-elbujt	el-elbújt
el-elhatta	el-elhagyta
el-felhangzott	fel-felhangzott
eladnyi	eladni
elaludott	elaludt
elaluva	elaludva
elapadott	elapadt
elbeszélli	elbeszéli
elbeszílgettek	elbeszélgettek
elbeszílgetünk	elbeszélgetünk
elbeszílte	elbeszélte
elbocsájtották	elbocsátották
elbucsuzik	elbúcsúzik
elbucsuznak	elbúcsúznak
elbucsuzott	elbúcsúzott
elbucsuzék	elbúcsúzik
elbujt	elbújt
elbámút	elbámult
elbánhatik	elbánhat
elbócsúzott	elbúcsúzott
elbódu	elbódul
elbúcsozott	elbúcsúzott
elbúcsuzott	elbúcsúzott
elbúcsúzhatol	elbúcsúzhatsz
elbútt	elbújt
elbúzta	elhúzta
elcsapnyi	elcsapni
eldurogatnak	eldurrogatnak
eldósorba	eladósorba
eldölt	eldőlt
eldűl	eldől
eldűll	eldől
eldűlt	eldőlt
electolux	electrolux
eledeli	eledele
elegend	elegendő
elegendo	elegendő
elejbe	elébe
elejbek	elébük
elejbem	elébem
elejbük	elébük
elejekbe	eléjük
elejibe	elejébe
elejikbe	eléjükbe
elejitől	elejétől
elejiét	elejét
elejökbe	elejükbe
elektrolux	electrolux
elemerült	elmerült
elemésztlek	elemésztelek
elengednyi	elengedni
elengödlek	elengedlek
elerisztett	eleresztett
elestéledett	elesteledett
elezdte	elkezdte
eleé	elé
eleőtt	előtt
elfecsegre	elfecsegte
elfoganná	elfogadná
elfogasztani	elfogyasztani
elfoggyon	elfogyjon
elfordúl	elfordul
elfáradott	elfáradt
elfödje	elfedje
elfútatták	elfúvatták
elfüttik	elfűtik
elgondúni	elgondolni
elgyugta	eldugta
elgyön	eljön
elgyönnyi	eljönni
elgyössz	eljössz
elgyött	eljött
elgyöttünk	eljöttünk
elgyövök	eljövök
elgyün	eljön
elgyünnél	eljönnél
elgyüssz	eljössz
elgyütt	eljött
elgyüttek	eljöttek
elgyüttem	eljöttem
elhaggya	elhagyja
elhajítanni	elhajítani
elhaladott	elhaladt
elhannyi	elhagyni
elhanyitták	elhajították
elhanyítani	elhajítani
elhanyította	elhajította
elhasitsuk	elhasítsuk
elhatta	elhagyta
elhervadott	elhervadt
elhinnyi	elhinni
elhoznyi	elhozni
elhulnak	elhullnak
elhétani	elhajítani
elhíttak	elhítak
elhítták	elhívták
elhúnyt	elhunyt
elhült	elhűlt
elibe	elébe
elibed	elébed
elibem	elébem
elibéd	elébed
elibém	elébem
elibök	elébük
elibük	elébük
elig	alig
eligazitsa	eligazítsa
eligazodol	eligazodsz
elindullunk	elindulunk
elindúlt	elindult
elindúlás	elindulás
elinkbe	elénk
elismeröen	elismerően
eljajditotta	eljajdította
eljibe	elébe
eljuttott	eljutott
eljöttíl	eljöttél
eljő	eljön
eljű	eljön
elkesztek	elkezdtek
elkezdet	elkezdett
elkezdette	elkezdte
elkezdögeli	elkezdegeti
elkezdött	elkezdett
elkezgyi	elkezdi
elkiséri	elkíséri
elkotródol	elkotródsz
elkovártélyozták	elkvártélyozták
elkovártélyozva	elkvártélyozva
elkéredzik	elkéredzkedik
elkészitett	elkészített
elkírjem	elkérjem
elkíszítettík	elkészítették
elkíszítve	elkészítve
elkíszül	elkészül
elkíszült	elkészült
elkíszűlt	elkészült
elkódusodik	elkoldusodik
elküldé	elküldte
elküldötte	elküldte
elkől	elkel
elkőteni	elkölteni
elkőtötte	elköltötte
elkőtötték	elköltötték
elkűdte	elküldte
elkűdték	elküldték
elkűttem	elküldtem
ellakhatol	ellakhatsz
ellapitotta	ellapította
ellazsnyakolta	ellazsnakolta
ellenfelive	ellenfelével
ellenfelivel	ellenfelével
ellenkeznyi	ellenkezni
ellenségöd	ellenséged
ellenségödet	ellenségedet
ellenségöm	ellenségem
ellensíg	ellenség
ellentállani	ellentállni
ellenállani	ellenállni
ellgetted	elégetted
elliszkol	eliszkol
ellopik	ellop
ellyenhez	ilyenhez
ellötte	ellőtte
ellőjáró	elöljáró
elmasérozik	elmasírozik
elmasérozott	elmasírozott
elmegyen	elmegy
elmenejen	elmenjen
elmenek	elmegyek
elmentenek	elmentek
elmenyek	elmegyek
elmenyen	elmegy
elmenyünk	elmegyünk
elmenék	elmentem
elmenünk	elmegyünk
elmodta	elmondta
elmondá	elmondta
elmonta	elmondta
elmulik	elmúlik
elmuljon	elmúljon
elmulnak	elmúlnak
elmult	elmúlt
elmátkásittsa	elmátkásítsa
elmén	elmegy
elméssz	elmész
elmëgyën	elment
elmënnyi	elmenni
elmëntem	elmentem
elmönt	elment
elmöntek	elmentek
elmönyön	elmegy
elmúlasztani	elmulasztani
elmúllott	elmúlt
elmúlyik	elmúlik
elne	élne
elnem	élnem
elnyujtotta	elnyújtotta
elnyúlott	elnyúlt
elnémúl	elnémul
elnéműlt	elnémult
elole	előle
elopi	ellopja
elorántotta	előrántotta
eloször	először
elott	előtt
elotte	előtte
elovassa	elolvassa
elporónánk	elporolnánk
elpusztitom	elpusztítom
elpusztol	elpusztul
elpusztulniok	elpusztulniuk
elpusztúl	elpusztul
elpörli	elperli
elrablád	elraboltad
elrejtőz	elrejtőzik
elrekedett	elrekedt
elrepüle	elrepül
elrepűl	elrepül
elsetétedtek	elsötétedtek
elso	első
elszaladott	elszaladt
elszaladtott	elszaladt
elszalatt	elszaladt
elszegeődök	elszegődök
elszorják	elszórják
elszunnyadott	elszunnyadt
elszégyenlette	elszégyellte
elszéledett	elszéledt
elször	először
elsöprötte	elsöpörte
elsülyedett	elsüllyedt
elsülyedt	elsüllyedt
eltakarittatták	eltakaríttatták
eltanálta	eltalálta
elteltivel	elteltével
eltemetkeztenek	eltemetkeztek
eltemetésit	eltemetését
eltikkadott	eltikkadt
eltisztittsátok	eltisztítsátok
eltunt	eltűnt
eltëvedt	eltévedt
eltívelyedett	eltévelyedett
eltökben	éltükben
eltöszi	elteszi
eltünik	eltűnik
eltünnek	eltűnnek
eltünt	eltűnt
eltőlë	eltörölte
eltőtötte	eltöltötte
elvedd	elvedd
elvergődhetel	elvergődhetsz
elveszlik	elveszik
elvinnyi	elvinni
elviszen	elvisz
elvittík	elvitték
elvivé	elvitte
elvonull	elvonul
elvonút	elvonult
elvágtaták	elvágtaték
elvákta	elvágta
elvëttem	elvettem
elvígezte	elvégezte
elvígeztík	elvégezték
elvíszi	elviszi
elvót	elvolt
elvörösödvel	elvörösödve
elvötte	elvette
elyen	ilyen
elyeneket	ilyeneket
elzűllik	elzüllik
eláljon	elálljon
elárúlják	elárulják
elébbvaló	előbbvaló
elébetek	elébe
elébújt	előbújt
elédbe	eléd
eléfogta	előfogta
elégedték	elégették
elégyött	előjött
elégödve	elégedve
eléhozatta	előhozatta
eléhozta	előhozta
eléhozták	előhozták
eléhozza	előhozza
eléhíjja	előhívja
eléhítta	előhívta
eléhívatta	előhívatta
eléhívják	előhívják
eléhívták	előhívták
eléjön	előjön
eléjött	előjött
eléjő	előjön
eléjű	előjön
elékapott	előkapott
elékeresi	előkeresi
elékerült	előkerült
elékerültek	előkerültek
elékiáltotta	előkiáltotta
eléláll	előáll
elémenyen	elémegy
elémondja	elmondja
elémondják	elmondják
elémutatta	előmutatta
elérakogatta	előrakogatta
elésompolyodik	elősompolyodik
elészedi	előszedi
elészedte	előszedte
elészól	előszól
elészólítják	előszólítják
eléugrik	előugrik
elévesz	elővesz
eléveszi	előveszi
eléveszik	előveszik
elévett	elővett
elévette	elővette
elévezettek	elővezettek
elévöszi	előveszi
elëbe	elébe
elíbb	előbb
elíg	elég
elígesse	elégesse
elígett	elégett
elígette	elégette
elígnek	elégnek
elír	elér
elíri	eléri
elírik	elérik
elírkezett	elérkezett
elírkeznek	elérkeznek
elírkeztek	elérkeztek
elírnek	elérnek
elírte	elérte
elírtek	elértek
elírtík	elérték
elódalgott	eloldalgott
elódalog	eloldalog
elódta	eloldotta
elódám	eloldottam
elöbbenit	előbbit
elölrül	elölről
elörehaladt	előrehaladt
elött	előtt
elötte	előtte
elötti	előtti
elü	elöl
elül	elöl
elül-hátul	elől-hátul
elütte	elütötte
előbbeni	előbbi
előbujjon	előbújjon
előbujtak	előbújtak
előgyütt	előjött
előhítta	előhívta
előjő	előjön
előljárójukat	elöljárójukat
előljárókat	elöljárókat
előlle	előle
előllem	előlem
előmbe	elém
előreküldötte	előreküldötte
előreszaladott	előreszaladt
elősször	először
előterömti	előteremti
előttek	előttük
előttik	előttük
előttök	előttük
elővövé	elővevé
előzetesn	előzetesen
előállani	előállni
elűl	elöl
emberbül	emberből
emberbő	emberből
emberekvel	emberekkel
emberesedjél	emberesedj
emberit	emberét
embertő	embertől
embertűl	embertől
embër	ember
embërnek	embernek
embör	ember
embörnek	embernek
embört	embert
emböröket	embereket
emböröknek	embereknek
emböröljön	embereljen
emeber	ember
emelegették	emlegették
emelekdése	emelkedése
emelkegyik	emelkedik
emelyik	amelyik
ement	elment
emerre	erre
emerről	erről
emez	ez
emezamaz	emez-amaz
emezt	ezt
emigyen	így
emilyen	ilyen
emisszió-kereskedelem	emissziókereskedelem
emissziókereskedelmi	emisszió-kereskedelmi
emitt	itt
emlikszëm	emlékszem
emlitette	említette
emliékiére	emlékére
emlékezetibe	emlékezetébe
emménk	miénk
emönt	elment
emöntünk	elmentünk
emúnak	elmúlnak
enbem	engem
energia-portfolió	energiaportfólió
energia-portfólió	energiaportfólió
engedelmeskedel	engedelmeskedsz
engedelmeskednyi	engedelmeskedni
engedjé	engedj
engedtík	engedték
engedtítek	engedtétek
engettek	engedtek
engém	engem
engëm	engem
engöggyem	engedjem
engötte	engedte
enneka	ennek
enniök	enniük
ennyi-innya	enni-inni
ennyivalójok	ennivalójuk
ennyivalót	ennivalót
enyim	enyém
enyimbe	enyémbe
enyimet	enyémet
enyím	enyém
enyímet	enyémet
eppen	éppen
eppenös	éppen
epéjje	epéje
epéjök	epéjük
eravis-ban	eravisban
erdejibe	erdejébe
erdeménye	eredménye
erdo	erdő
erdobol	erdőből
erdore	erdőre
erdoszélen	erdőszélen
erdélybü	erdélyből
erdélyis	erdélyi
erdörő	erdőről
erdőbül	erdőből
erdőbűl	erdőből
erdőrő	erdőről
erdőszílben	erdőszélben
erdőszílre	erdőszélre
eredett	eredt
eredmény-növekedés	eredménynövekedés
eredzkedett	ereszkedett
ereggy	eredj
ereggyé	eredj
erejek	erejük
erejit	erejét
erejtőzés	elrejtőzés
erejtőzött	elrejtőzött
erejöket	erejüket
eresszön	eresszen
ereszetbe	erezetbe
ereszkedjík	ereszkedjék
ereszkedött	ereszkedett
ereszködött	ereszkedett
eresztlek	eresztelek
ereőm	erőm
ereősködött	erősködött
eridj	eredj
eriggy	eredj
erire	erére
erisztünk	eresztünk
eros	erős
erosek	erősek
erosködött	erősködött
erre-arra	erre-arra
errő-arró	erről-arról
errűl	erről
erted	érted
erőködik	erőlködik
erőködött	erőlködött
erőltettík	erőltették
erősködöl	erősködsz
erőss	erős
erőssek	erősek
erőssen	erősen
erőst	erősen
esivalkodta	elsivalkodta
eskövőkor	esküvőkor
esküdnyi	esküdni
esküjök	esküjük
esküjöket	esküjüket
esküvének	esküsznek
esküvőröl	esküvőről
esküvőrő	esküvőről
esmerjék	ismerjék
esmé	ismét
esmént	ismét
esmérnek	ismernek
esmért	imsert
esmérte	ismerte
esmértem	ismertem
esmérték	ismerték
esmét	ismét
esseő	eső
esseőt	esőt
essze	össze
esszecsapja	összecsapja
esszecsapnak	összecsapnak
esszecsaptak	összecsaptak
esszekeresgélte	összekeresgélte
esszekötözték	összekötözték
esszekőtek	összekeltek
esszemorzsálták	összemorzsálták
esszeméregette	összeméregett
esszerogyott	összerogyott
esszeszedegetni	összeszedegetni
esszeszedi	összeszedi
esszevadászták	összevadászták
esszeverekedett	összeverekedett
esszeverekedtek	összeverekedtek
esszeütköztek	összeütköztek
esszeütök	összeütök
esső	eső
essőt	esőt
essőü	eső
estee	estée
estelig	estig
estennet	este
estve	este
estvéjén	estéjén
estvéli	esti
estyi	esti
estyig	estig
estéjin	estéjén
estélig	estig
esténkint	esténként
esténkínt	esténként
estëjën	estéjén
estíre	estére
estít	estét
eszegelődik	elszegődik
eszibe	eszébe
eszire	eszére
eszit	eszét
eszivel	eszével
eszre	észre
eszreveszen	észrevesz
eszrevette	észrevette
eszrevették	észrevették
esztekét	ösztökét
esztekével	ösztökével
esztend	esztendő
esztendeji	esztendei
esztendejig	esztendeig
esztendeő	esztendő
esztendeőbe	esztendőbe
esztendeős	esztendős
esztenába	eszténába
esztenához	eszténához
esztenáig	eszténáig
esztenára	eszténára
esztergyába	esztergába
eszterja	eszterga
eszteron	eszteren
eszëmbe	eszembe
eszëmën	eszemen
eszök	eszük
eszökre	eszükre
eszőnk	eszünk
esëtt	esett
esöt	esőt
esött	esett
esőjé	esőért
esőtőcsért	esőtölcsért
etetnyi	etetni
ett	evett
ett-itt	evett-ivott
ettenek	ettek
etteő	ettől
ettül	ettől
ettűl	ettől
etyszóval	egyszóval
etűnt	eltűnt
eu-bizottság	eu-bizottság
euro-piac	europiac
europexpert-ben	europexpertben
euró-menetrend	eurómenetrend
euró-övezet	euróövezet
euró0övezetben	euró-övezetben
euróárfolyam	euró-árfolyam
ev	év
evel	evvel
eveszett	elveszett
evittík	elvitték
evíst	evést
ezekbűl	ezekből
ezekrű	ezekről
ezekvel	ezekkel
ezenn	ezen
ezentül	ezentől
ezered	ezred
ezeret	ezret
ezermilliom	ezermillió
ezerszinü	ezerszínú
eztet	ezt
ezzel-azzal	ezzel
ezér	ezért
ezétt	ezért
ezër	ezért
ezír	ezért
ezök	ezek
ezön	ezen
ezútán	ezután
ezüsterdőbül	ezüsterdőből
ezüsthúszas	ezüsthuszas
ezüstkalán	ezüstkanál
ezüstpínz	ezüstpénz
ezüsttányírba	ezüsttányérba
ezüstössek	ezüstösek
ezűstszőrü	ezüstszőrű
eérsz	érsz
eételëm	ételem
eő	ő
eősiccsék	erősítsék
fa-rakáshoz	farakáshoz
faarúl	fáról
fabad	szabad
faggyugyertyácskákat	faggyúgyertyácskákat
faggyujából	faggyújából
fajja	fája
fakadott	fakadt
falatonkint	falatonként
faligyik	faligyík
falikigyót	falikígyót
falró	falról
falubanj	faluban
falubó	faluból
falubúl	faluból
falujok	falujuk
falujokba	falujukba
falujokban	falujukban
falujokot	falujukat
falukot	falukat
falurul	faluról
falurú	faluról
falutúl	falutól
faluuu	falu
faluvígen	faluvégen
falvakró	falvakról
falújig	faluig
familiám	famíliám
famívesek	faművesek
fanéművel	fanemű
farancia	francia
farkambó	farkamból
farkambúl	farkamból
farkunkot	farkunkat
farkábul	farkából
farkáho	farkához
faráhó	farához
fatartóbo	fatartóból
fatty	fattyú
fauduba	faodúba
favályuba	favályúba
fazekfedo	fazékfedő
fazik	fazék
fazikba	fazékba
fazikmadzagban	fazékmadzagban
fazík	fazék
fazíkbúl	fazékból
fazíkhoz	fazékhoz
faé	fáért
feI	fel
feIelték	felelték
feIesége	felesége
feIérkeztek	felérkeztek
fed-nek	fednek
fedelire	fedelére
fedelit	fedelét
feellebbeznek	fellebbeznek
fegyverit	fegyverét
feherlófia	fehérlófia
fehir	fehér
fehérfettek	fehéredtek
fehérkenyérvel	fehérkenyérrel
fehérországbó	fehérországból
fehír	fehér
fehíren	fehéren
fehírníp	fehérnép
fejdelemhez	fejedelemhez
fejenkint	fejenként
fejeős	fejős
fejibe	fejébe
fejibűl	fejéből
fejiket	fejüket
fejiktől	fejüktől
fejin	fején
fejinél	fejénél
fejir	fehér
fejire	fejére
fejirűl	fejéről
fejivel	fejével
fejjën	fején
fejszefoktul	fejszefoktól
fejszéhe	fejszéhez
fejszít	fejszét
fejszível	fejszével
fejér	fehér
fejérnép	fehérnép
fejérnépek	fehérnépek
fejérnépeket	fehérnépeket
fejérvári	fehérvári
fejérvárott	Fehérvárott
fejëre	fejére
fejín	fején
fejír	fehér
fejírbe	fehérbe
fejít	fejét
fejök	fejek
fejöket	fejüket
fejül	felül
fekete-tengör	fekete-tenger
fekete-tengörre	fekete-tengerre
feketiére	feketéjére
fekhelyirűl	fekhelyéről
fekhetz	fekhet
fektetetett	fektetett
